sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text
Neutral,Neutral,Positive,Positive,"Daur ulang sampah plastik menjadi karya yang estetik. 
By.Cia, Onel and mommy 🥰
#fyp
#bonus
#jangkauanluas
#hasilP5
#daurulangsampah
#kolasedariplastik"
Neutral,Neutral,Positive,Positive,"Daur ulang sendok plastik sampah untuk dekorasi dinding
#recycling #diy #crafts"
Positive,Positive,Positive,Positive,"Proyek Penguatan Profil Pelajar Pancasila (P5)
Tema Kewirausahaan
Daur ulang sampah gelas plastik menjadi tempat tissue yg bernilai dan kelihatan mewah 😍😍😍
Keren sekali ibu Wakakur Anha Kusuma Nu Amoorea dan Bapak/Ibu guru 
Kira2 harganyanya berapa ya??? 
#SMANKO
#P5
#KEWIRAUSAHAAN
#DaurUlangSampahPlastik"
Neutral,Neutral,Positive,Positive,Daur ulang sampah plastik menjadi tali rafia @penggemar berat Semoga bermanfaat
Neutral,Neutral,Positive,Positive,"Proses daur ulang sampah plastik menjadi sesuatu yg bermanfaat,keren beb👍👍
 TinTin"
Neutral,Neutral,Positive,Positive,Daur ulang sampah plastik menjadi barang yang mempunyai nilai jual
Positive,Neutral,Positive,Positive,"Sampah plastik yang menjadi masalah di berbagai tempat, diolah oleh seorang pria di Bali menjadi peluang.

Putu Eka Darmawan menyebut dirinya sebagai pemulung. 

Eka telah membuat berbagai produk daur ulang plastik, mulai dari furnitur, bahan konstruksi dan interior, hingga campuran aspal dan produk fesyen.

Plastik yang telah dicacah dimasukkan ke mesin pengering bersuhu lebih dari 200 derajat Celsius.

Dari situ, plastik kemudian dicetak menjadi papan berukuran 100x50cm dengan tebal sekitar 1,4cm.

“Papan plastik itu digunakan sebagai pengganti kayu. Saat ini sedang booming, banyak permintaan untuk digunakan sebagai furnitur,” kata Eka."
Positive,Neutral,Neutral,Positive,Sampah plastik kini jadi masalah global. Jerman juga mulai kewalahan menindak pengusaha yang mengekspor sampah secara ilegal ke Asia. Kini sebuah lembaga penelitian Jerman membuat kapal yang bisa mendaur ulang sampah plastik langsung di lokasi. #DWInovator
Positive,Positive,Positive,Positive,"Ini tempat daur ulang sampah plastik terbesar di ASIA TENGGARA! ♻️

Kerennya, pabrik ini bisa olah plastik yang udah kotor dan susah didaur ulang. Dan semuanya bakal jadi botol plastik baru lagi 👌🏻💯

Ini dia PT Eterna Persada Indonesia by Pan Era Group!"
Positive,Neutral,Positive,Positive,"On Progress ""program pananggulangan sampah plastik di wewidangan Desa Adat Sumbersari"" Daur Ulang Sampah Plastik Jenin MPL ( Multy Layer Plastic ) 
Bupda Sumbersari 
#TPS3R
#BUPDA
#PTESAB #rahayu #sumbersarikedas #kramadesaadatsumbersari 🙏🙏🙏"
Neutral,Negative,Neutral,Negative,"Sampah plastik tidak bisa di daur ulang lebih baik di buat haskar seperti ini 

Bungkus soklin di jadikan haskar ambal"
Neutral,Positive,Positive,Positive,"Ecobrick :

Ecobrick adalah barang bekas daur ulang berupa botol bekas yang di isi oleh plastik sampah kemasan yang tidak bisa di urai oleh lingkungan puluhan tahun.

Dan bisa di manfaatkan untuk pembuatan produk kursi, meja, pernik pernikahan, aksesoris gapura gerbang, dll.

Ini sangat bermanfaat karena mengurangi limbah plastik sampah yang tidak bisa terurai hingga puluhan tahun.

Bagi yang memerlukan untuk daur ulang atau aksesoris lainnya bisa menghubungi kami.
Kami menyediakan ecobrick dalam bentuk botol 600ml, botol 1500ml, dan sampah plastik bersih untuk isi ulangnya. 
Berat antara 200gr - 250gr

Harga variasi mulai Rp.5.000 - Rp10.000

Ecobrick RiverSide 014 :
085775413180"
Positive,Positive,Positive,Positive,"Sampah plastik masih menjadi masalah global atas dampaknya terhadap lingkungan. Kerja sama dan inovasi berbagai lapisan masyarakat perlu dilibatkan untuk menanggulangi permasalahan sampah plastik. Dalam hal ini, pemerintah juga berupaya memanfaatkan potensi sampah plastik menjadi bernilai ekonomis dengan menggandeng pengusaha dan masyarakat yakni mengurangi sampah plastik melalui cara daur ulang dan memanfaatkannya sebagai potensi komoditas ekspor. ⁣
⁣
Melalui asistensi yang dilakukan oleh Bea Cukai Wilayah Sumatera Utara dan Bea Cukai Kualanamu kepada PT Polindo Utama, berhasil dilaksanakan pelepasan ekspor perdana pada Sabtu (10/10) berlokasi di Medan berupa produk polyethylene terephthalate (PET) hasil dari daur ulang sampah plastik yakni sebanyak 2 kontainer produk PET dengan masing-masing berat 22 ton ke negara tujuan Taiwan. Hasil dari daur ulang produk PET ini kemudian bisa dimanfaatkan menjadi berbagai bentuk kemasan, serat bahan pembuat pakaian dan sepatu olahraga. Hal positif lainnya yaitu dengan dilibatkannya UMKM untuk mengumpulkan persediaan sebelum diproduksi dan diekspor.⁣
⁣
Kerja sama berbagai pihak ini tentunya sejalan dengan misi pemerintah dalam penanggulangan dampak negatif sampah terhadap lingkungan melalui pengembangan sehingga memiliki nilai jual serta menciptakan kepastian layanan dan dukungan investasi yang menciptakan lapangan kerja.⁣
⁣
Sahabat BC, yuk sampaikan dukunganmu di kolom komentar agar segala upaya pemerintah dalam #dorongekspor berbagai komoditas yang berpotensi ekspor terus berjalan optimal!⁣
⁣
@beacukaikualanamu⁣
@beacukaikanwilsumut⁣
⁣
#BeaCukaiMakinBaik⁣
#ekspor #plastik⁣
#recycling"
Neutral,Neutral,Neutral,Positive,Daur Ulang sampah plastik di negara lain
Positive,Neutral,Positive,Positive,"Sedang pelatihan cara daur ulang  sampah plastik 🙏😍
 #daurulangsampahplastik
 #reelfyp
 #jangkauanreel
 #fbpro
 #captionkonten
 #pengikut
 #mengikuti
 #semuaorang
 #monetisasi"
Neutral,Neutral,Neutral,Positive,"Pengisian bahan bakar alternatif (petasol) yang dihasilkan dari daur ulang sampah plastik ke Toyota Fortuner.

Lengkapnya di:
"
Positive,Neutral,Positive,Positive,"Edukasi & Praktek Daur Ulang sampah plastik menjadi paving blok 
TPS3R Sahabat Langgeng bersama Mahasiswa KKN UNSIKA Tahun 2025 
#KKNUNSIKA2025
#UNSIKA
#daurulangsampahplastik
#TPS3R
#Konservasi
#gogreen"
Neutral,Neutral,Positive,Positive,"Bunga hias gantung dari daur ulang sampah plastik bekas bungkus deterjen dan plastik kresek

#kerajinan
#bungahiasplastik
#viral
#fbpro
#fyp"
Neutral,Neutral,Positive,Positive,"Proses proses daur ulang sampah di gudang penggilingan plastik Corner Plasindo..
Salam bakul Rongsokan 💪

#fyp
#videopanjang
#vod
#fbpro"
Neutral,Neutral,Positive,Neutral,"Daur ulang sampah..
Jarang update soalnya ngumpulin sampah dulu🤗🤗..

Yuk Daur Ulang sampah menjadi lebih berguna 😊😊

#duarulang
#sampah
#plastik
#fyp
#jangkauanluas"
Neutral,Positive,Neutral,Positive,"Yang punya barang seperti ini silahkan tawarkan...

#Daur ulang sampah 
#Botol plastik pet
#Jangkauan"
Neutral,Neutral,Neutral,Positive,"Dari manusia dikembalikan lagi ke manusia oleh alam, tapi bedanya alam masih baik, dengan cara mengembalikan sampah plastik yg bisa d daur ulang, atau di manfaatkan dengan cara di jual ke pengepul atau rongsokan, gmna gak baiknya alam coba kalian pikir, alam aja masih sayang ke kalian"
Neutral,Neutral,Neutral,Positive,"Ecobrik 
Daur ulang sampah plastik 

#ecobrik
#gunting2
#daurulangsampahplastik"
Positive,Neutral,Neutral,Positive,"Pabrik daur ulang sampah Plastik Baguna yang berlokasi di Kecamatan Damar, diresmikan langsung oleh Anggota DPR RI Rudianto Tjen, pada Sabtu (16/4/2022).

Kedatangan Rudianto tjen didampingi Ketua DPC PDIP Belitung Timur, Fezzi Uktolseja dan  Anggota DPRD Provinsi Nata Sumitra bersama rombongan disambut langsung oleh Ketua Baguna DPC PDIP Belitung Timur Kamarudin Muten.

“Ide pabrik menurut saya sangat luar biasa. Dimana kalau kita melihat sampah ini kan sebagai pengganggu bagi kehidupan kita, nah saat ini sampah plastik dapat diolah dan dapat memberi nilai tambah ekonomi bagi masyarakat,” ujarnya kepada wartawan.

Dia menilai, dengan dibelinya sampah plastik oleh Pabrik Daur ulang Sampah Plastik Baguna senilainya Rp1500 perkilogram.

“Tentunya yang kami harapkan ini bisa menggerkan ekonomi rakyat, tidak hanya di Belitung Timur saja tetapi seluruh pulau Belitung  dan Bangka Belitung Umumnya,” ujarnya.

Dia juga akan menyampaikan, dengan adanya ide Pabrik sampah plastik ini nantinya, juga akan dibicarakan ditingkat pusat.

Dia berpikiran, bila dibuat pabrik daur ulang sampah plastik disetiap DPC se Indonesia, tentunya sesuatu yang luar biasa untuk menambah nilai ekonomi masyarakat.

#PDIPerjuangan
#bangunlahjiwadanbadannya
#49TahunPDIPerjuangan"
Positive,Neutral,Positive,Positive,"#sahabatdisdik ternyata sampah daur ulang bisa sangat burguna loh untuk melakukan aktivitas yang menyenangkan. Seperti adik-adik kita di SDN Sukabumi Selatan 07 yang mengadakan "" Fashion Show Daur Ulang Sampah Plastik"" Disamping menyenangkan kita juga bisa sambil melatih kreatifitas kita .
Repost : @sdnsuksel07adiwiyata
#disdikdki"
Neutral,Neutral,Positive,Neutral,"Daur ulang sampah plastik
#fyp #VOD #monetisasi #fouryou #kerja #daurulangsampahplastik"
Positive,Neutral,Positive,Neutral,Pembelajaran di luar kelas menonton video tentang bahaya sampah plastik dan cara daur ulang sampah..
Neutral,Neutral,Neutral,Positive,"Meja & Kursi 
Rangka Hollow
Papan plastik daur ulang sampah

#fyp
#daurulangsampahplastik
#cilegon
#recycle
#fbpro"
Positive,Neutral,Neutral,Neutral,"Proses pemasangan pondasi Mesin pencacah Plastik,daur ulang sampah.
#pemula
#daurulangsampahplastik
#oppa_mechyrongsok
@sorotan 
#fyp
#fbpro"
Neutral,Neutral,Positive,Positive,"Daur ulang sampah plastik
#fbpro
#kontenkreator
#monetisasi
Semua Orang"
Positive,Neutral,Positive,Positive,"P5 : Daur ulang sampah plastik untuk tempat sampah dan pot bunga🤗 Yuuk, jaga lingkungan dengan 3R (Kurangi, Gunakan kembali, Daur ulang)🤗

#sdnkrenceng1 #proyekprofilpelajarpancasila #gayahidupberkelanjutan #daurulang #daurulangsampah #daurulangsampahplastik"
Positive,Neutral,Positive,Positive,"Dosen STTI Bontang Sukses Daur Ulang Limbah Plastik Menjadi Bahan Bakar Minyak

Ketika orang lain melihat sampah sebagai sesuatu yang tidak lagi memiliki nilai ekonomi.

Sekolah Tinggi Teknologi Industri (STTI) Bontang justru melihat sebaliknya. Sampah ketika dikelola secara baik dan benar, maka dapat memberikan nilai ekonomi bagi masyarakat.

Kampus yang berada di bawah atap Yayasan Pendidikan Islam (Yabis) Bontang itu, sukses mengubah limbah sampah plastik menjadi bahan bakar minyak (BBM). Hasil inovasi mereka bahkan sudah diusulkan pada lomba yang diadakan Pemerintah Kota (Pemkot) Bontang pada Oktober mendatang.

Ahmad Yani, Irhamni Nuhardin, Fitria, Ratnawati, dan Irianto, adalah empat nama di balik inovasi tersebut. Hanya bermodalkan kompor gas, tabung freon, selang, dan tabung biskuit, keempat dosen STTI Bontang itu sukses menghasilkan BBM dari limbah sampah plastik.

Irhamni Nuhardin mengatakan, hasil penelitian pengolahan limbah sampah plastik menjadi BBM telah diikutkan pada Lomba Inovasi, Penelitian dan Teknologi Tepat Guna (SI PEENA) Kota Bontang. Pada lomba tahun ini, Pemkot Bontang mengusung inovasi tema pengembangan teknologi berwawasan lingkungan.

Tiga hasil penelitian lain yang diajukan STTI Bontang yakni desalinasi air laut menggunakan energi matahari sebagai sumber air tawar masyarakat kepulauan Kota Bontang, pemanfaatan limbah organik untuk produksi bahan bakar gas dengan penambahan effective microorgabism-4, dan rancang bangun sistem distilasi air laut menggunakan energi surya dengan metode desalinasi single stage flash.

“Semua usulan hasil penelitian itu sudah masuk SI PEENA. Dan semuanya berwawasan lingkungan,” ungkap perempuan berkerundung tersebut.

Pengembangan teknologi berwawasan lingkungan merujuk Peraturan Wali Kota (Perwali) Bontang nomor 30 tahun 2018 tentang Pengurangan Penggunaan Produk Plastik Sekali Pakai.

Melalui pengembangan teknologi itu, diharapkan volume sampah di Bontang dapat ditekan setiap tahunnya.

“Kami ingin mengelola sampah agar memiliki nilai ekonomi di masyarakat,” ucapnya.
Untuk diketahui, volume sampah di Kota Bontang setiap tahunnya terbilang cukup tinggi.

Dalam sehari saja, jumlah sampah yang dihasilkan masyarakat mencapai 90 ton. “Sekitar 20 ton di antaranya adalah sampah plastik,” terangnya.

Selama ini, sampah plastik di Bontang hanya dicacah dan dikirim ke Pulau Jawa. Padahal jika dikelola secara baik dan benar, sampah-sampah itu dapat dimanfaatkan sehingga memberikan nilai ekonomi yang cukup tinggi.

“Dari situ lah kami mencoba mengolah sendiri limbah sampah plastik di Kota Bontang,” katanya.

Dosen dan tim penelitian STTI Bontang Ahmad Yani menuturkan, sampai sejauh ini, hanya ada pengolahan limbah untuk gas metan di Bontang,Kata dia, jika limbah sampah plastik di Kota Taman –sebutan Bontang- dikelola sendiri dengan pengembangan teknologi, maka sampah dapat memberikan nilai ekonomi.

“Saat ini, harga bahan bakar minyak jenis premium dijual sekitar Rp 7 ribu per liternya. Kalau limbah sampah plastik kita kelola sendiri, maka harganya bisa kita tekan,” katanya.

Di sisi lain, masyarakat tidak perlu khawatir lagi menggunakan plastik. Sebab, limbah sampah itu sudah dapat dikelola menjadi BBM. Apalagi BBM yang dihasilkan bukan hanya premium, tetapi juga bisa berupa solar dan pertalite. “Selama ini kami hanya keterbatasan alat saja,” ujarnya.

Untuk mengolah sampah menjadi BBM, baik Irhamni, Ahmad Yani, dan ketiga rekannya, hanya memanfaatkan barang bekas yang dibeli di tempat loakan seperti tabung freon, kaleng biskuit, dan selang besi.

“Semua bahan itu kami beli sekitar Rp 350 ribu. Hasil uji coba yang kami lakukan, bahan bakar minyak yang dihasilkan ternyata bisa dipakai buat motor,” katanya.

Ahmad Yani berkeyakinan, jika alat pengolahan sampah dapat dimodifikasi lagi sedemikian mungkin, maka masyarakat Bontang dapat memanfaatnya secara baik dan aman. Sekarang tinggal bagaimana dukungan pendanaan dari stakeholder terkait.

“Apabila alat yang sederhana ini ada di setiap kelurahan dan RT, maka akan ada banyak sampah yang bisa dikurangi,” ucapnya.

Satu Kilogram Sampah Menghasilkan 350 Mililiter BBM
Pemanfaatan teknologi yang dibuat Irhamni dan kawan-kawannya terbilang cukup sederhana. Limbah sampah plastik yang telah dicacah dimasukkan ke tabung freon yang dipanaskan di atas kompor gas.

Hasil pembakaran kemudian dialirkan melalui sebuah selang besi yang didinginkan di dalam kaleng biskuit. Setelah itu, minyak dari olahan itu ditampung menggunakan toples.

Ahmad Yani menerangkan, idealnya untuk pengolahan sampah plastik satu kilogram dapat menghasilkan BBM satu liter. Namun karena masih terbatasnya alat, maka satu kilogram sampah baru mampu menghasilkan 350 mililiter BBM.

“Saat pengujiannya, masih perlu dilakukan penyempurnaan. Nantinya, sisa hasil pembakaran dapat dimanfaatkan untuk paping blok,” katanya.

Irhamni menceritakan, pengolahan limbah sampah sudah pernah dia pelajari saat mendalami ilmu teknik kimia, khususnya tentang konversi energi. Kata dia, pada prinsipnya, energi dapat berubah dari satu bentuk ke bentuk lainnya, tetapi energi tidak dapat dimusnahkan (dihancurkan).

“Sampah plastik itu dibuat dari bahan minyak. Sekarang bagaimana mengembalikannya ke pengolahan minyak lagi,” katanya,,,"
Neutral,Neutral,Positive,Positive,"Bunga hasil daur ulang sampah plastik 😊🥰
Mungkin teman² ada yg suka KH😊🥰😀"
Positive,Neutral,Neutral,Positive,"Tolong dukung dng hatimu❤
Siapa yg bisa mendukung mereka?
*Designer/siswa tata busana yg butuh aplikasi untuk tema baju daur ulang bisa beli disini.
*Sekolah bisa study tour ke workshop ini dan diajari membuat kreasi dari sampah plastik.
*Artis/influencer pakailah baju aplikasi daur ulang ketika manggung, biar karya mereka semakin dihargai.
*Kita yg nonton ini bisa like n komen agar video ini bisa tersebar sampai ke orang2 yg peduli atau membutuhkan karya mereka

Jika membutuhkan nomor pengelola bisa dm Cacagown
Ig @saga.craft_ssk 
Susukan,Tegalarum,Borobudur"
Neutral,Neutral,Positive,Positive,"Daur ulang sampah plastik menjadi papan. Semoga bermanfaat.
Video dari Sidalang

SiDalang singkatan dari “Kreasi Daur Ulang” adalah salah satu proyek dari Tunas Nusa Foundation yang dicetuskan pada tahun 2011 di Jakarta. Proyek ini dirancang agar mampu mendukung tiga aspek pembangunan berkelanjutan (sustainable development), yakni lingkungan, ekonomi dan sosial. Mengingatkan kembali tanggungjawab korporasi dan individual terhadap produksi sampahnya melalui mekanisme kreasi sampah menjadi kerajinan berkualitas dan siap jual oleh komunitas ibu, remaja dan anak di lokasi terpilih."
